NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;NBJRR1;NBJRR5;NBJRR10;NBJBROU;TX;TN;TM;UMM;INST;FFM
92025001;COLOMBES;48.925167;2.255333;29;200602;62.6;10.0;4.0;2.0;;7.0;1.6;4.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200603;72.8;16.0;4.0;3.0;;10.9;3.4;7.1;;;
92025001;COLOMBES;48.925167;2.255333;29;200604;33.9;5.0;3.0;0.0;;16.4;6.9;11.7;;;
92025001;COLOMBES;48.925167;2.255333;29;200605;64.8;12.0;5.0;1.0;;20.6;11.3;16.0;;;
92025001;COLOMBES;48.925167;2.255333;29;200606;33.7;6.0;1.0;1.0;;26.0;13.8;19.9;;;
92025001;COLOMBES;48.925167;2.255333;29;200607;50.6;9.0;4.0;2.0;;31.4;18.3;24.8;;;
92025001;COLOMBES;48.925167;2.255333;29;200608;79.3;15.0;5.0;3.0;;22.7;14.1;18.4;;;
92025001;COLOMBES;48.925167;2.255333;29;200609;42.3;6.0;3.0;2.0;;25.4;15.0;20.2;;;
92025001;COLOMBES;48.925167;2.255333;29;200610;32.8;9.0;2.0;1.0;;19.5;12.0;15.7;;;
92025001;COLOMBES;48.925167;2.255333;29;200611;49.2;10.0;2.0;2.0;;13.7;6.6;10.2;;;
92025001;COLOMBES;48.925167;2.255333;29;200612;63.6;8.0;5.0;3.0;;9.0;4.0;6.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200701;23.8;8.0;0.0;0.0;;10.8;6.1;8.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200702;80.4;13.0;6.0;3.0;;12.4;6.2;9.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200703;38.7;14.0;1.0;0.0;;13.9;4.8;9.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200704;11.2;1.0;1.0;1.0;;23.4;9.6;16.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200705;81.4;15.0;6.0;1.0;;21.2;11.8;16.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200706;44.0;12.0;4.0;0.0;;23.9;14.6;19.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200707;81.6;14.0;6.0;4.0;;24.2;15.1;19.6;;;
92025001;COLOMBES;48.925167;2.255333;29;200708;109.8;12.0;6.0;5.0;;23.0;13.9;18.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200709;17.3;4.0;1.0;0.0;;20.9;11.2;16.0;;;
92025001;COLOMBES;48.925167;2.255333;29;200710;82.9;5.0;5.0;4.0;;16.3;8.3;12.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200711;38.1;7.0;1.0;0.0;;11.0;4.9;8.0;;;
92025001;COLOMBES;48.925167;2.255333;29;200712;62.8;11.0;5.0;1.0;;7.6;2.1;4.9;;;
92025001;COLOMBES;48.925167;2.255333;29;200801;52.5;12.0;4.0;2.0;;10.1;4.9;7.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200802;24.6;10.0;1.0;0.0;;12.0;3.3;7.6;;;
92025001;COLOMBES;48.925167;2.255333;29;200803;86.9;17.0;5.0;1.0;;11.8;4.9;8.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200804;54.8;11.0;5.0;2.0;;16.0;6.5;11.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200805;84.4;10.0;6.0;2.0;;23.4;12.4;17.9;;;
92025001;COLOMBES;48.925167;2.255333;29;200806;16.1;5.0;1.0;0.0;;23.8;13.7;18.8;;;
92025001;COLOMBES;48.925167;2.255333;29;200807;39.8;5.0;4.0;1.0;;25.9;14.9;20.4;;;
92025001;COLOMBES;48.925167;2.255333;29;200808;65.0;7.0;5.0;2.0;;24.5;15.4;20.0;;;
92025001;COLOMBES;48.925167;2.255333;29;200809;22.9;5.0;1.0;1.0;;21.3;10.8;16.1;;;
92025001;COLOMBES;48.925167;2.255333;29;200810;71.2;11.0;6.0;2.0;;16.7;8.2;12.4;;;
92025001;COLOMBES;48.925167;2.255333;29;200811;45.9;14.0;3.0;0.0;;11.5;6.0;8.8;;;
92025001;COLOMBES;48.925167;2.255333;29;200812;29.5;8.0;0.0;0.0;;6.5;1.5;4.0;;;
92025001;COLOMBES;48.925167;2.255333;29;200901;52.9;9.0;4.0;2.0;;5.6;-0.4;2.6;;;
92025001;COLOMBES;48.925167;2.255333;29;200902;48.0;9.0;4.0;2.0;;8.9;1.7;5.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200903;28.7;10.0;1.0;0.0;;13.8;4.1;8.9;;;
92025001;COLOMBES;48.925167;2.255333;29;200904;37.4;8.0;4.0;1.0;;19.0;8.6;13.8;;;
92025001;COLOMBES;48.925167;2.255333;29;200905;54.4;9.0;3.0;1.0;;21.2;11.0;16.1;;;
92025001;COLOMBES;48.925167;2.255333;29;200906;61.5;8.0;4.0;3.0;;23.9;13.2;18.5;;;
92025001;COLOMBES;48.925167;2.255333;29;200907;37.1;10.0;2.0;1.0;;27.1;15.7;21.4;;;
92025001;COLOMBES;48.925167;2.255333;29;200908;7.8;2.0;1.0;0.0;;28.8;16.0;22.4;;;
92025001;COLOMBES;48.925167;2.255333;29;200909;22.7;5.0;2.0;0.0;;23.6;12.6;18.1;;;
92025001;COLOMBES;48.925167;2.255333;29;200910;60.2;11.0;2.0;2.0;;17.6;9.0;13.3;;;
92025001;COLOMBES;48.925167;2.255333;29;200911;51.6;15.0;3.0;1.0;;13.6;8.1;10.9;;;
92025001;COLOMBES;48.925167;2.255333;29;200912;70.3;15.0;6.0;1.0;;7.9;2.1;5.0;;;
92025001;COLOMBES;48.925167;2.255333;29;201001;35.4;8.0;3.0;0.0;;4.5;-0.3;2.1;;;
92025001;COLOMBES;48.925167;2.255333;29;201002;52.2;11.0;3.0;2.0;;8.3;1.9;5.1;;;
92025001;COLOMBES;48.925167;2.255333;29;201003;31.2;9.0;2.0;0.0;;13.2;4.3;8.7;;;
92025001;COLOMBES;48.925167;2.255333;29;201004;13.1;4.0;1.0;0.0;;19.0;6.4;12.7;;;
92025001;COLOMBES;48.925167;2.255333;29;201005;36.1;7.0;4.0;0.0;;19.2;9.1;14.2;;;
92025001;COLOMBES;48.925167;2.255333;29;201006;52.6;7.0;4.0;1.0;;25.4;14.2;19.8;;;
92025001;COLOMBES;48.925167;2.255333;29;201007;73.3;8.0;4.0;3.0;;28.2;17.1;22.7;;;
92025001;COLOMBES;48.925167;2.255333;29;201008;66.5;11.0;4.0;1.0;;24.5;14.8;19.7;;;
92025001;COLOMBES;48.925167;2.255333;29;201009;60.7;9.0;4.0;2.0;;22.1;11.5;16.8;;;
92025001;COLOMBES;48.925167;2.255333;29;201010;38.9;9.0;4.0;0.0;;16.8;8.2;12.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201011;64.9;12.0;5.0;1.0;;10.3;5.4;7.8;;;
92025001;COLOMBES;48.925167;2.255333;29;201012;72.3;13.0;6.0;3.0;;3.6;-0.8;1.4;;;
92025001;COLOMBES;48.925167;2.255333;29;201101;66.0;11.0;4.0;2.0;;8.2;3.1;5.6;;;
92025001;COLOMBES;48.925167;2.255333;29;201102;32.5;8.0;2.0;0.0;;10.8;4.2;7.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201103;17.0;4.0;2.0;0.0;;15.9;5.2;10.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201104;7.9;1.0;0.0;0.0;;22.2;9.7;15.9;;;
92025001;COLOMBES;48.925167;2.255333;29;201105;1.5;0.0;0.0;0.0;;23.8;11.1;17.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201106;84.2;15.0;5.0;2.0;;24.2;13.9;19.0;;;
92025001;COLOMBES;48.925167;2.255333;29;201107;62.7;11.0;5.0;2.0;;23.6;13.7;18.6;;;
92025001;COLOMBES;48.925167;2.255333;29;201108;66.0;11.0;6.0;2.0;;25.5;14.9;20.2;;;
92025001;COLOMBES;48.925167;2.255333;29;201109;39.0;5.0;2.0;2.0;;24.6;13.5;19.1;;;
92025001;COLOMBES;48.925167;2.255333;29;201110;24.3;7.0;1.0;0.0;;19.0;10.0;14.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201111;44.9;4.0;3.0;3.0;;13.7;7.3;10.5;;;
92025001;COLOMBES;48.925167;2.255333;29;201112;95.9;20.0;6.0;1.0;;11.0;5.1;8.1;;;
92026001;COURBEVOIE;48.898167;2.230667;51;200001;19.8;7.0;0.0;0.0;;7.4;3.1;5.3;87.0;;2.1
92026001;COURBEVOIE;48.898167;2.230667;51;200002;48.6;15.0;2.0;0.0;;11.0;5.0;8.0;;;2.3
92026001;COURBEVOIE;48.898167;2.230667;51;200003;36.2;10.0;2.0;0.0;;13.1;5.5;9.3;;;2.0
92026001;COURBEVOIE;48.898167;2.230667;51;200004;90.2;15.0;5.0;3.0;;15.4;7.8;11.6;;;2.4
92026001;COURBEVOIE;48.898167;2.230667;51;200005;83.0;11.0;3.0;2.0;;20.9;12.5;16.7;;;3.9
92026001;COURBEVOIE;48.898167;2.230667;51;200006;31.0;4.0;2.0;2.0;;23.7;14.4;19.1;;;3.1
92026001;COURBEVOIE;48.898167;2.230667;51;200007;132.6;14.0;9.0;4.0;;22.8;13.9;18.4;;;3.1
92026001;COURBEVOIE;48.898167;2.230667;51;200008;36.6;6.0;3.0;2.0;;26.2;16.0;21.1;;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200009;40.2;9.0;2.0;0.0;;22.2;13.9;18.0;;;2.9
92026001;COURBEVOIE;48.898167;2.230667;51;200010;122.0;14.0;7.0;6.0;;16.0;10.3;13.2;;;
92026001;COURBEVOIE;48.898167;2.230667;51;200011;79.8;18.0;7.0;1.0;;12.0;7.1;9.5;78.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200012;72.4;14.0;5.0;2.0;;10.4;6.1;8.3;78.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200101;62.6;12.0;6.0;1.0;;8.2;3.8;6.0;76.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200102;44.0;11.0;4.0;0.0;;9.6;3.8;6.7;;;
92026001;COURBEVOIE;48.898167;2.230667;51;200103;138.9;22.0;9.0;3.0;;13.3;6.6;9.9;74.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200104;65.0;15.0;6.0;1.0;;14.2;7.0;10.6;66.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200105;44.6;5.0;1.0;1.0;;21.9;12.0;17.0;56.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200106;32.2;5.0;3.0;1.0;;23.9;13.5;18.7;51.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200107;190.6;13.0;8.0;5.0;;25.6;16.1;20.8;60.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200108;56.4;8.0;4.0;3.0;;26.6;16.6;21.6;55.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200109;81.4;11.0;5.0;3.0;;18.9;11.5;15.2;72.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200110;74.1;13.0;4.0;2.0;;19.8;13.1;16.4;73.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200111;45.6;11.0;2.0;1.0;;10.6;4.6;7.6;78.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200112;49.2;7.0;3.0;1.0;;6.6;1.9;4.3;76.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200201;25.8;7.0;1.0;1.0;;9.1;4.4;6.8;76.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200202;86.4;14.0;6.0;2.0;;11.7;6.0;8.8;68.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200203;73.6;10.0;4.0;3.0;;14.3;6.6;10.4;63.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200204;9.0;4.0;0.0;0.0;;17.5;7.2;12.4;50.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200205;68.2;13.0;5.0;1.0;;19.3;10.5;14.9;66.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200206;52.4;7.0;4.0;3.0;;24.5;14.4;19.5;60.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200207;48.8;8.0;5.0;1.0;;24.9;15.0;20.0;62.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200208;52.2;9.0;4.0;1.0;;24.6;15.6;20.1;67.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200209;18.8;6.0;2.0;0.0;;21.2;12.0;16.6;64.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200210;63.0;11.0;5.0;1.0;;17.0;9.7;13.4;71.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200211;111.2;14.0;8.0;5.0;;12.4;8.0;10.2;83.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200212;55.6;15.0;4.0;1.0;;9.4;5.7;7.5;82.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200301;46.8;12.0;3.0;0.0;;6.2;1.1;3.7;81.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200302;29.0;7.0;2.0;0.0;;7.9;1.9;4.9;68.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200303;13.0;3.0;1.0;0.0;;16.1;6.8;11.4;57.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200304;29.2;8.0;1.0;1.0;;17.5;7.9;12.7;54.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200305;67.2;8.0;4.0;3.0;;20.2;11.2;15.7;64.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200306;78.8;8.0;3.0;2.0;;27.0;17.2;22.1;59.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200307;95.2;8.0;4.0;3.0;;27.1;16.6;21.8;57.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200308;38.4;3.0;3.0;1.0;;30.7;18.5;24.6;52.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200309;11.0;2.0;1.0;0.0;;23.2;12.3;17.8;60.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200310;59.2;10.0;6.0;1.0;;14.2;7.1;10.7;74.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200311;51.4;10.0;2.0;1.0;;12.6;7.1;9.8;84.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200312;52.2;9.0;5.0;1.0;;8.4;3.9;6.1;82.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200401;103.6;17.0;7.0;4.0;;8.3;3.5;5.9;83.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200402;4.4;1.0;0.0;0.0;;9.8;3.7;6.7;71.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200403;28.6;6.0;3.0;0.0;;12.1;4.5;8.3;68.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200404;64.4;14.0;3.0;1.0;;16.4;7.8;12.1;66.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200405;44.4;7.0;4.0;1.0;;19.4;9.7;14.5;62.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200406;17.2;4.0;0.0;0.0;;24.5;14.1;19.3;61.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200407;54.8;10.0;5.0;1.0;;24.9;15.3;20.1;63.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200408;81.4;14.0;5.0;2.0;;26.1;16.6;21.4;66.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200409;28.6;4.0;2.0;2.0;;23.9;14.1;19.0;67.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200410;86.6;11.0;6.0;2.0;;17.4;10.6;14.0;79.0;;2.1
92026001;COURBEVOIE;48.898167;2.230667;51;200411;23.2;7.0;2.0;0.0;;10.9;6.4;8.6;87.0;;1.5
92026001;COURBEVOIE;48.898167;2.230667;51;200412;39.4;8.0;2.0;1.0;;6.8;2.4;4.6;89.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200501;47.8;13.0;3.0;1.0;;8.8;3.9;6.3;85.0;;2.1
92026001;COURBEVOIE;48.898167;2.230667;51;200502;26.2;9.0;1.0;0.0;;6.9;1.7;4.3;79.0;;2.0
92026001;COURBEVOIE;48.898167;2.230667;51;200503;44.4;11.0;3.0;1.0;;13.0;5.0;9.0;76.0;;1.8
92026001;COURBEVOIE;48.898167;2.230667;51;200504;62.2;11.0;5.0;2.0;;17.1;8.1;12.6;70.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200505;48.4;7.0;4.0;3.0;;20.8;11.0;15.9;64.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200506;80.2;8.0;4.0;2.0;;26.0;15.2;20.6;62.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200507;32.4;9.0;2.0;1.0;;25.8;16.3;21.0;67.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200508;36.2;9.0;3.0;0.0;;25.5;14.2;19.9;65.0;;1.6
92026001;COURBEVOIE;48.898167;2.230667;51;200509;29.0;5.0;2.0;2.0;;23.8;14.3;19.0;68.0;;1.5
92026001;COURBEVOIE;48.898167;2.230667;51;200510;27.2;6.0;1.0;1.0;;20.4;13.2;16.8;76.0;;2.0
92026001;COURBEVOIE;48.898167;2.230667;51;200511;35.6;10.0;1.0;0.0;;10.2;4.8;7.5;85.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200512;25.2;9.0;1.0;0.0;;7.2;2.4;4.8;84.0;;1.8
92026001;COURBEVOIE;48.898167;2.230667;51;200601;31.2;6.0;3.0;1.0;;6.3;2.0;4.1;82.0;;1.8
92026001;COURBEVOIE;48.898167;2.230667;51;200602;56.0;11.0;4.0;2.0;;6.6;1.7;4.1;84.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200603;75.4;14.0;5.0;2.0;;10.2;3.6;6.9;75.0;;2.4
92026001;COURBEVOIE;48.898167;2.230667;51;200604;40.8;6.0;3.0;1.0;;16.3;7.2;11.8;66.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200605;67.2;13.0;7.0;2.0;;20.5;11.7;16.1;72.0;;2.2
92026001;COURBEVOIE;48.898167;2.230667;51;200606;31.0;5.0;2.0;1.0;;25.5;14.6;20.1;61.0;;1.8
92026001;COURBEVOIE;48.898167;2.230667;51;200607;19.2;9.0;0.0;0.0;;30.9;19.1;25.0;57.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200608;99.2;15.0;6.0;3.0;;22.8;14.6;18.7;75.0;;2.0
92026001;COURBEVOIE;48.898167;2.230667;51;200609;35.4;7.0;2.0;1.0;;25.0;16.1;20.5;71.0;;1.5
92026001;COURBEVOIE;48.898167;2.230667;51;200610;26.8;6.0;2.0;1.0;;19.4;13.0;16.1;78.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200611;49.6;9.0;3.0;2.0;;13.8;7.4;10.6;80.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200612;59.0;9.0;6.0;2.0;;9.0;4.2;6.6;82.0;;2.2
92026001;COURBEVOIE;48.898167;2.230667;51;200701;23.4;9.0;0.0;0.0;;10.7;6.4;8.6;77.0;;2.5
92026001;COURBEVOIE;48.898167;2.230667;51;200702;79.4;13.0;6.0;4.0;;12.1;6.6;9.4;75.0;;2.3
92026001;COURBEVOIE;48.898167;2.230667;51;200703;39.2;12.0;2.0;0.0;;12.9;5.1;9.0;71.0;;2.0
92026001;COURBEVOIE;48.898167;2.230667;51;200704;0.0;0.0;0.0;0.0;;20.5;8.6;14.4;53.0;;1.4
92026001;COURBEVOIE;48.898167;2.230667;51;200705;18.2;5.0;1.0;0.0;;20.1;11.6;15.5;70.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200706;17.8;5.0;2.0;0.0;;20.8;13.9;17.2;70.0;;2.2
92026001;COURBEVOIE;48.898167;2.230667;51;200707;70.2;13.0;5.0;3.0;;24.0;15.1;19.6;63.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200708;110.2;14.0;6.0;3.0;;23.0;14.6;18.8;70.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200709;13.4;3.0;1.0;0.0;;21.0;11.9;16.4;68.0;;1.6
92026001;COURBEVOIE;48.898167;2.230667;51;200710;72.4;5.0;4.0;3.0;;16.0;9.0;12.5;78.0;;1.3
92026001;COURBEVOIE;48.898167;2.230667;51;200711;31.6;8.0;2.0;0.0;;11.3;6.0;8.7;79.0;;1.8
92026001;COURBEVOIE;48.898167;2.230667;51;200712;;1.0;1.0;0.0;;12.5;7.2;9.9;82.0;;1.9
92026001;COURBEVOIE;48.898167;2.230667;51;200802;;3.0;0.0;0.0;;13.3;7.9;10.6;78.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200803;75.3;18.0;7.0;1.0;;11.3;5.3;8.3;72.0;;2.3
92026001;COURBEVOIE;48.898167;2.230667;51;200804;56.0;14.0;5.0;0.0;;15.4;7.0;11.2;65.0;;1.5
92026001;COURBEVOIE;48.898167;2.230667;51;200805;68.6;11.0;7.0;1.0;;22.8;13.5;18.2;58.0;;1.1
92026001;COURBEVOIE;48.898167;2.230667;51;200806;18.2;4.0;1.0;0.0;;23.7;14.2;18.9;61.0;;1.7
92026001;COURBEVOIE;48.898167;2.230667;51;200807;7.4;1.0;1.0;0.0;;26.7;16.0;21.1;59.0;;1.6
92026001;COURBEVOIE;48.898167;2.230667;51;200911;;;;;;13.8;9.0;11.4;82.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;200912;;;;;;7.4;2.2;4.8;89.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201001;;;;;;4.1;0.0;2.0;88.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201002;;;;;;7.5;2.4;5.0;85.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201003;;;;;;12.5;4.9;8.7;70.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201004;;;;;;18.1;7.2;12.6;63.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201005;;;;;;18.4;9.4;13.9;71.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201006;1.5;1.0;0.0;0.0;;24.5;14.4;19.5;66.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201007;;;;;;27.7;17.4;22.6;64.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201008;;;;;;24.3;15.3;19.8;77.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201009;;;;;;21.5;12.2;16.8;77.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201010;;;;;;16.6;9.1;12.9;69.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201011;;;;;;9.9;5.7;7.8;84.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201012;;;;;;3.2;-0.5;1.3;91.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201101;;;;;;7.6;3.3;5.4;92.0;;
92026001;COURBEVOIE;48.898167;2.230667;51;201102;;;;;;10.1;4.3;7.2;;;
92026001;COURBEVOIE;48.898167;2.230667;51;201103;;;;;;14.9;5.2;9.7;;;
92026001;COURBEVOIE;48.898167;2.230667;51;201104;;;;;;19.5;9.3;14.4;;;
92026001;COURBEVOIE;48.898167;2.230667;51;201105;;;;;;22.0;10.9;16.3;;;
92026001;COURBEVOIE;48.898167;2.230667;51;201106;;;;;;23.9;13.8;18.9;;;
